model,total_return,equity_mult,sharpe,trades,win_rate
rf_fold505,-3.876365501765411,0.9612363449823459,-0.6643378712882047,16,46.47222222222222
rf_fold785,-3.8958631389099607,0.9610413686109004,-0.6602375132145917,57,46.781960457470944
rf_fold482,-3.9176717668772065,0.9608232823312279,-0.6737564679667182,10,46.62789054773231
rf_fold170,-3.99588113758379,0.9600411886241621,-0.6841275982741832,18,46.70138888888889
rf_fold503,-4.129405277097642,0.9587059472290236,-0.708470432523044,10,46.464038519410174
rf_fold1149,-4.157740114780117,0.9584225988521988,-0.6920792612486512,105,46.96296296296296
rf_fold113,-4.173374438545352,0.9582662556145465,-0.7135032188763449,26,46.66295884315906
rf_fold891,-4.218377295402719,0.9578162270459728,-0.7027483029435099,113,47.01851851851852
rf_fold1389,-4.25757398287293,0.9574242601712707,-0.8675119759795635,27,47.42324561403509
rf_fold447,-4.270495843866151,0.9572950415613385,-0.7180154254015003,75,46.85249924756326
rf_fold190,-4.3117193665059395,0.9568828063349406,-0.7367816657981195,26,46.58533197518289
rf_fold1413,-4.343637450191318,0.9565636254980868,-0.7139605426774108,157,47.14583333333333
rf_fold474,-4.368086302816576,0.9563191369718342,-0.7481851426494883,20,46.49537037037037
rf_fold710,-4.389341647332612,0.9561065835266739,-0.7359054503105507,91,46.967592592592595
rf_fold945,-4.403170436559877,0.9559682956344012,-0.8835417466638067,58,47.839180257342875
rf_fold489,-4.4453879190665235,0.9555461208093348,-0.760990713090788,20,46.5162037037037
rf_fold765,-4.534129232971984,0.9546587076702802,-0.7457973216985334,150,46.914351851851855
rf_fold965,-4.55762748759061,0.9544237251240939,-0.746169661158328,180,47.04398148148148
rf_fold21,-4.569111276186,0.95430888723814,-0.7836024196342858,12,46.49768518518518
rf_fold475,-4.6062420021493296,0.9539375799785067,-0.7892408177517464,18,46.479166666666664
rf_fold465,-4.632705876389476,0.9536729412361052,-0.7905798841451479,30,46.473913446390505
rf_fold332,-4.676444453160733,0.9532355554683927,-0.8001953759675793,24,46.59027777777778
rf_fold732,-4.695803225008799,0.953041967749912,-0.782767026214603,116,46.791666666666664
rf_fold1031,-4.960331506897209,0.9503966849310279,-0.8175896689152096,147,47.077072673812886
rf_fold130,-4.963145873276298,0.950368541267237,-0.8459709431179395,36,46.62731481481481
rf_fold477,-4.968589102048238,0.9503141089795176,-0.8541170786504105,10,46.6401861470844
rf_fold499,-4.999289644203886,0.9500071035579611,-0.8538686086187441,24,46.46024872050207
rf_fold131,-5.046989778114897,0.949530102218851,-0.8631627451791941,24,46.66049311262878
rf_fold861,-5.261151431306921,0.9473884856869308,-0.8728043140293968,129,47.12037037037037
rf_fold341,-5.2839385813220785,0.9471606141867792,-0.9032293156240034,24,46.6655856941002
rf_fold492,-5.3922167413365525,0.9460778325866345,-0.9210749276365393,26,46.4837962962963
rf_fold488,-5.406239629599085,0.9459376037040091,-0.924966669463312,18,46.4837962962963
rf_fold892,-5.429822681001994,0.94570177318998,-1.110116878799551,20,47.73412713955583
rf_fold963,-5.469568202431696,0.945304317975683,-0.8918020562764202,181,47.16666666666667
rf_fold1096,-5.484972485387685,0.9451502751461232,-0.9004717543287653,151,47.22222222222222
rf_fold1259,-5.494140248616297,0.945058597513837,-0.9248154831715358,71,46.75925925925926
rf_fold1352,-5.573239328311219,0.9442676067168878,-0.9256658227089444,117,47.067129629629626
rf_fold976,-5.592001904048304,0.944079980959517,-0.9114786240034392,175,47.011574074074076
rf_fold185,-5.639552527673408,0.9436044747232659,-0.9650067455254586,22,46.486111111111114
rf_fold579,-5.657151081964839,0.9434284891803516,-0.9274937379660928,166,46.9375
rf_fold618,-5.715006487620955,0.9428499351237905,-0.9623150946661215,71,46.88888888888889
rf_fold164,-5.7174439618699395,0.9428255603813006,-0.979887310397673,16,46.48148148148148
rf_fold323,-5.753781358700816,0.9424621864129918,-0.9699980189226481,65,46.78319249913184
rf_fold259,-5.755447743567799,0.942445522564322,-0.9810971789399475,34,46.745370370370374
rf_fold473,-5.774924447902108,0.9422507555209789,-0.9884112709405474,26,46.48115566256135
rf_fold189,-5.789637978374717,0.9421036202162528,-0.9869728353391538,28,46.56018518518519
rf_fold593,-5.821679818814019,0.9417832018118598,-0.9524397794373175,176,47.020833333333336
rf_fold202,-5.82449642889239,0.9417550357110761,-0.9942273200723326,26,46.70601851851852
rf_fold137,-5.8414019914860615,0.9415859800851394,-0.9919932972481242,44,46.80747359870024
rf_fold349,-5.878850841229144,0.9412114915877086,-1.0032843711631263,30,46.65046296296296
rf_fold826,-5.882373303740218,0.9411762669625978,-0.967056074233068,149,47.039351851851855
rf_fold1172,-5.977800825153401,0.940221991748466,-0.9825541156115627,163,47.13888888888889
rf_fold328,-6.025552264136779,0.9397444773586322,-1.0248052728822843,40,46.50051053559825
rf_fold611,-6.080617109599129,0.9391938289040087,-1.0073593479911775,126,46.826388888888886
rf_fold1177,-6.139216230301125,0.9386078376969887,-1.0241390756417716,103,46.95076637250348
rf_fold485,-6.1609892117077125,0.9383901078829229,-1.0519560296402113,30,46.4375
rf_fold949,-6.180635894016628,0.9381936410598337,-1.0037269707616514,189,47.2037037037037
rf_fold792,-6.215001180765423,0.9378499881923458,-1.0457581004598566,83,46.93981481481482
rf_fold181,-6.257714298634931,0.9374228570136507,-1.0711914753734721,24,46.53703703703704
rf_fold586,-6.295110534499749,0.9370488946550025,-1.0312350962996646,162,46.94061812709804
rf_fold345,-6.328931742037891,0.9367106825796211,-1.0636236353661304,79,46.86574074074074
rf_fold938,-6.344086150987039,0.9365591384901296,-1.0510723029106501,133,46.576388888888886
rf_fold470,-6.361991096499143,0.9363800890350086,-1.0844835731588562,36,46.59953703703704
rf_fold166,-6.384255608622624,0.9361574439137738,-1.0912096236606428,26,46.52546296296297
rf_fold628,-6.449154337452512,0.9355084566254749,-1.0641711169749437,148,46.90046296296296
rf_fold1241,-6.454179629316636,0.9354582037068336,-1.097632347659121,41,46.67824074074074
rf_fold480,-6.483667379572955,0.9351633262042705,-1.1075693326474136,30,46.4537037037037
rf_fold133,-6.54222739085527,0.9345777260914473,-1.119920219337801,20,46.66373198646958
rf_fold364,-6.606597046877649,0.9339340295312235,-1.132173398791742,18,46.52472081923914
rf_fold188,-6.621077248351936,0.9337892275164806,-1.1331302970869617,18,46.504629629629626
rf_fold277,-6.659721503488369,0.9334027849651163,-1.1349117950902923,32,46.58333333333333
rf_fold417,-6.71238401245795,0.9328761598754205,-1.1476825716041565,24,46.63425925925926
rf_fold1198,-6.76136741694765,0.9323863258305235,-1.1112974691622253,153,46.99263786637033
rf_fold495,-6.798709881357867,0.9320129011864213,-1.161277799011527,30,46.432870370370374
rf_fold409,-6.877434225136181,0.9312256577486382,-1.1732224998818752,28,46.62019776300859
rf_fold1336,-6.878720213006995,0.93121279786993,-1.1582896816423183,73,46.856190387998886
rf_fold405,-6.937871603948587,0.9306212839605141,-1.1781502599888845,44,46.5625
